id,booking_id,rating,comment,created_at,updated_at
19,24,2,Dịch vụ chưa đúng kỳ vọng.,2026-07-16 17:44:00,2026-07-16 06:44:00
20,25,5,"Không gian đẹp, nhân viên rất chu đáo.",2026-06-23 04:41:00,2026-06-23 17:41:00
21,27,1,"Trải nghiệm chưa tốt, cần cải thiện.",2026-07-23 13:27:00,2026-07-24 21:27:00
22,28,4,Khá hài lòng với trải nghiệm.,2026-07-05 19:55:00,2026-07-05 23:55:00
23,30,4,Khá hài lòng với trải nghiệm.,2026-09-02 00:56:00,2026-09-02 03:56:00
24,31,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-06-16 06:00:00,2026-06-16 17:00:00
25,33,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-06-08 14:25:00,2026-06-09 19:25:00
26,34,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-07-27 17:25:00,2026-07-28 17:25:00
27,38,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-06-14 22:25:00,2026-06-14 15:25:00
28,41,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-07-31 14:15:00,2026-08-01 00:15:00
29,43,3,"Dịch vụ ổn, không có vấn đề lớn.",2026-08-07 21:44:00,2026-08-08 21:44:00
30,44,4,Khá hài lòng với trải nghiệm.,2026-06-29 18:11:00,2026-06-29 20:11:00
31,45,5,"Rất hài lòng, sẽ quay lại.",2026-08-14 15:27:00,2026-08-13 21:27:00
32,46,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-07-26 00:00:00,2026-07-25 14:00:00
33,47,3,"Dịch vụ ổn, không có vấn đề lớn.",2026-09-04 23:14:00,2026-09-05 13:14:00
34,48,5,"Rất hài lòng, sẽ quay lại.",2026-08-07 22:25:00,2026-08-07 20:25:00
35,50,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-07-07 16:55:00,2026-07-08 05:55:00
36,51,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-08-12 22:57:00,2026-08-13 12:57:00
37,52,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-06-06 09:57:00,2026-06-05 20:57:00
38,53,3,Trải nghiệm ở mức bình thường.,2026-07-17 19:26:00,2026-07-16 15:26:00
39,56,5,"Rất hài lòng, sẽ quay lại.",2026-07-09 12:14:00,2026-07-08 20:14:00
40,57,1,"Trải nghiệm chưa tốt, cần cải thiện.",2026-08-02 06:58:00,2026-08-02 09:58:00
41,58,4,Khá hài lòng với trải nghiệm.,2026-07-25 15:12:00,2026-07-25 15:12:00
42,59,3,"Dịch vụ ổn, không có vấn đề lớn.",2026-07-19 23:27:00,2026-07-18 19:27:00
43,60,4,Khá hài lòng với trải nghiệm.,2026-07-10 12:56:00,2026-07-10 13:56:00
44,61,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-07-05 23:26:00,2026-07-05 20:26:00
45,62,5,"Không gian đẹp, nhân viên rất chu đáo.",2026-06-20 09:29:00,2026-06-19 22:29:00
46,64,5,"Rất hài lòng, sẽ quay lại.",2026-06-07 23:41:00,2026-06-07 12:41:00
47,65,4,Khá hài lòng với trải nghiệm.,2026-08-15 21:55:00,2026-08-16 01:55:00
48,67,5,"Rất hài lòng, sẽ quay lại.",2026-07-08 03:26:00,2026-07-08 18:26:00
49,68,5,"Không gian đẹp, nhân viên rất chu đáo.",2026-08-14 01:30:00,2026-08-12 20:30:00
50,69,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-07-14 21:55:00,2026-07-14 21:55:00
51,72,4,Khá hài lòng với trải nghiệm.,2026-07-01 13:28:00,2026-07-02 22:28:00
52,74,2,Dịch vụ chưa đúng kỳ vọng.,2026-06-12 22:30:00,2026-06-13 16:30:00
53,75,5,"Rất hài lòng, sẽ quay lại.",2026-06-21 01:27:00,2026-06-20 10:27:00
54,77,5,"Rất hài lòng, sẽ quay lại.",2026-06-14 17:28:00,2026-06-14 19:28:00
55,78,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-09-02 00:56:00,2026-09-02 10:56:00
56,79,5,"Rất hài lòng, sẽ quay lại.",2026-07-15 13:13:00,2026-07-15 07:13:00
57,84,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-06-24 21:28:00,2026-06-24 10:28:00
58,86,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-08-19 20:59:00,2026-08-20 17:59:00
59,87,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-09-01 22:26:00,2026-09-01 05:26:00
60,88,4,Khá hài lòng với trải nghiệm.,2026-06-11 13:42:00,2026-06-11 08:42:00
61,89,4,Khá hài lòng với trải nghiệm.,2026-09-06 12:26:00,2026-09-06 08:26:00
62,90,3,"Dịch vụ ổn, không có vấn đề lớn.",2026-06-23 13:59:00,2026-06-23 16:59:00
63,93,3,Trải nghiệm ở mức bình thường.,2026-07-16 18:43:00,2026-07-15 23:43:00
64,94,4,Khá hài lòng với trải nghiệm.,2026-07-30 10:25:00,2026-07-30 13:25:00
65,96,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-07-01 23:55:00,2026-07-01 13:55:00
66,97,4,Khá hài lòng với trải nghiệm.,2026-09-08 21:26:00,2026-09-08 22:26:00
67,98,4,Khá hài lòng với trải nghiệm.,2026-07-04 01:27:00,2026-07-04 17:27:00
68,100,3,"Dịch vụ ổn, không có vấn đề lớn.",2026-08-18 20:29:00,2026-08-17 19:29:00
69,102,5,"Không gian đẹp, nhân viên rất chu đáo.",2026-07-30 18:28:00,2026-07-31 18:28:00
70,103,5,"Rất hài lòng, sẽ quay lại.",2026-06-15 11:44:00,2026-06-16 02:44:00
71,105,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-07-19 01:28:00,2026-07-18 02:28:00
72,106,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-06-19 02:58:00,2026-06-19 12:58:00
73,107,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-08-29 20:15:00,2026-08-29 01:15:00
74,109,4,Khá hài lòng với trải nghiệm.,2026-06-28 21:00:00,2026-06-28 13:00:00
75,110,5,"Không gian đẹp, nhân viên rất chu đáo.",2026-08-02 13:11:00,2026-08-01 16:11:00
76,111,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-07-16 20:26:00,2026-07-15 20:26:00
77,113,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-07-20 20:25:00,2026-07-21 02:25:00
78,114,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-09-05 02:27:00,2026-09-05 19:27:00
79,116,1,Thời gian chờ quá lâu.,2026-09-08 13:57:00,2026-09-09 11:57:00
80,118,4,Khá hài lòng với trải nghiệm.,2026-09-02 23:27:00,2026-09-03 15:27:00
81,119,5,"Rất hài lòng, sẽ quay lại.",2026-08-13 11:43:00,2026-08-13 17:43:00
82,120,5,"Rất hài lòng, sẽ quay lại.",2026-06-28 01:45:00,2026-06-28 14:45:00
83,121,1,Thời gian chờ quá lâu.,2026-09-03 00:43:00,2026-09-02 11:43:00
84,123,3,"Dịch vụ ổn, không có vấn đề lớn.",2026-08-11 17:58:00,2026-08-12 03:58:00
85,124,4,Khá hài lòng với trải nghiệm.,2026-06-06 02:30:00,2026-06-05 02:30:00
86,125,4,Khá hài lòng với trải nghiệm.,2026-07-08 20:30:00,2026-07-08 11:30:00
87,126,4,Khá hài lòng với trải nghiệm.,2026-09-13 14:41:00,2026-09-13 07:41:00
88,127,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-08-13 01:00:00,2026-08-13 09:00:00
89,128,3,"Dịch vụ ổn, không có vấn đề lớn.",2026-06-08 16:59:00,2026-06-08 14:59:00
90,135,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-07-15 23:55:00,2026-07-14 15:55:00
91,136,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-07-16 00:55:00,2026-07-14 18:55:00
92,137,2,Dịch vụ chưa đúng kỳ vọng.,2026-06-02 10:14:00,2026-06-02 11:14:00
93,138,5,"Không gian đẹp, nhân viên rất chu đáo.",2026-06-24 19:27:00,2026-06-24 08:27:00
94,140,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-08-05 00:25:00,2026-08-04 19:25:00
95,141,3,"Dịch vụ ổn, không có vấn đề lớn.",2026-09-08 22:12:00,2026-09-08 16:12:00
96,142,5,"Không gian đẹp, nhân viên rất chu đáo.",2026-06-11 03:59:00,2026-06-11 18:59:00
97,143,3,"Dịch vụ ổn, không có vấn đề lớn.",2026-07-17 05:13:00,2026-07-17 14:13:00
98,144,2,Cần cải thiện quy trình phục vụ.,2026-07-02 11:27:00,2026-07-02 17:27:00
99,145,4,Khá hài lòng với trải nghiệm.,2026-08-02 12:12:00,2026-08-02 20:12:00
100,146,5,"Rất hài lòng, sẽ quay lại.",2026-09-05 15:11:00,2026-09-05 20:11:00
101,147,2,Dịch vụ chưa đúng kỳ vọng.,2026-07-09 19:28:00,2026-07-09 08:28:00
102,148,5,"Rất hài lòng, sẽ quay lại.",2026-08-25 15:59:00,2026-08-25 02:59:00
103,149,5,"Không gian đẹp, nhân viên rất chu đáo.",2026-07-12 23:26:00,2026-07-12 00:26:00
104,151,3,"Dịch vụ ổn, không có vấn đề lớn.",2026-06-02 13:30:00,2026-06-02 15:30:00
105,153,5,"Rất hài lòng, sẽ quay lại.",2026-08-11 01:11:00,2026-08-11 16:11:00
106,154,5,"Không gian đẹp, nhân viên rất chu đáo.",2026-07-07 18:41:00,2026-07-08 12:41:00
107,155,5,"Rất hài lòng, sẽ quay lại.",2026-07-25 17:58:00,2026-07-25 21:58:00
108,157,3,"Dịch vụ ổn, không có vấn đề lớn.",2026-07-30 19:26:00,2026-07-29 23:26:00
109,158,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-07-22 22:55:00,2026-07-22 04:55:00
110,159,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-08-11 16:00:00,2026-08-11 22:00:00
111,160,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-08-19 00:27:00,2026-08-18 21:27:00
112,162,4,Khá hài lòng với trải nghiệm.,2026-09-02 15:00:00,2026-09-02 19:00:00
113,163,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-07-22 11:42:00,2026-07-22 16:42:00
114,164,2,Dịch vụ chưa đúng kỳ vọng.,2026-08-19 20:27:00,2026-08-19 11:27:00
115,165,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-08-25 01:11:00,2026-08-24 22:11:00
116,166,3,Trải nghiệm ở mức bình thường.,2026-09-09 16:00:00,2026-09-09 22:00:00
117,168,4,Khá hài lòng với trải nghiệm.,2026-07-30 14:57:00,2026-07-30 10:57:00
118,169,5,"Không gian đẹp, nhân viên rất chu đáo.",2026-06-18 11:00:00,2026-06-17 15:00:00
119,170,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-07-29 19:29:00,2026-07-30 20:29:00
120,171,3,Trải nghiệm ở mức bình thường.,2026-07-31 20:58:00,2026-07-30 17:58:00
121,172,5,"Rất hài lòng, sẽ quay lại.",2026-08-21 00:26:00,2026-08-21 22:26:00
122,173,5,"Rất hài lòng, sẽ quay lại.",2026-08-13 12:11:00,2026-08-12 22:11:00
123,174,5,"Không gian đẹp, nhân viên rất chu đáo.",2026-09-13 02:40:00,2026-09-13 23:40:00
124,176,5,"Rất hài lòng, sẽ quay lại.",2026-08-12 10:29:00,2026-08-12 09:29:00
125,177,5,"Không gian đẹp, nhân viên rất chu đáo.",2026-08-05 16:55:00,2026-08-05 03:55:00
126,178,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-06-15 00:12:00,2026-06-13 15:12:00
127,180,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-06-21 00:28:00,2026-06-21 01:28:00
128,181,3,"Dịch vụ ổn, không có vấn đề lớn.",2026-06-25 18:44:00,2026-06-26 18:44:00
129,182,5,"Không gian đẹp, nhân viên rất chu đáo.",2026-07-25 06:28:00,2026-07-25 11:28:00
130,183,5,"Không gian đẹp, nhân viên rất chu đáo.",2026-09-09 20:41:00,2026-09-09 21:41:00
131,185,5,"Không gian đẹp, nhân viên rất chu đáo.",2026-08-14 11:40:00,2026-08-14 21:40:00
132,186,5,"Rất hài lòng, sẽ quay lại.",2026-06-20 22:11:00,2026-06-20 21:11:00
133,187,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-06-06 20:26:00,2026-06-08 01:26:00
134,188,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-08-12 01:30:00,2026-08-11 14:30:00
135,189,5,"Rất hài lòng, sẽ quay lại.",2026-06-25 23:56:00,2026-06-25 16:56:00
136,191,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-07-31 07:28:00,2026-07-30 19:28:00
137,193,4,Khá hài lòng với trải nghiệm.,2026-09-15 10:45:00,2026-09-15 16:45:00
138,194,5,"Rất hài lòng, sẽ quay lại.",2026-06-20 20:25:00,2026-06-21 20:25:00
139,195,4,Khá hài lòng với trải nghiệm.,2026-06-22 17:56:00,2026-06-23 20:56:00
140,196,5,"Rất hài lòng, sẽ quay lại.",2026-06-17 07:25:00,2026-06-17 07:25:00
141,197,5,"Không gian đẹp, nhân viên rất chu đáo.",2026-08-29 23:58:00,2026-08-29 03:58:00
142,198,3,Trải nghiệm ở mức bình thường.,2026-09-12 14:30:00,2026-09-13 03:30:00
143,199,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-08-13 02:12:00,2026-08-14 00:12:00
144,200,4,Khá hài lòng với trải nghiệm.,2026-08-28 23:27:00,2026-08-29 21:27:00
145,202,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-08-23 21:29:00,2026-08-22 18:29:00
146,203,4,Khá hài lòng với trải nghiệm.,2026-07-29 06:56:00,2026-07-29 02:56:00
147,204,5,"Không gian đẹp, nhân viên rất chu đáo.",2026-09-09 18:41:00,2026-09-10 10:41:00
148,205,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-08-27 10:26:00,2026-08-27 05:26:00
149,206,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-07-11 15:58:00,2026-07-11 13:58:00
150,207,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-08-11 22:00:00,2026-08-11 05:00:00
151,208,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-07-12 14:25:00,2026-07-12 00:25:00
152,209,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-09-08 12:57:00,2026-09-08 10:57:00
153,210,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-06-12 02:55:00,2026-06-11 02:55:00
154,212,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-07-30 11:57:00,2026-07-29 21:57:00
155,213,4,Khá hài lòng với trải nghiệm.,2026-07-25 00:57:00,2026-07-24 13:57:00
156,214,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-06-23 23:29:00,2026-06-23 22:29:00
157,215,5,"Không gian đẹp, nhân viên rất chu đáo.",2026-07-08 04:30:00,2026-07-08 15:30:00
158,216,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-06-13 02:12:00,2026-06-11 18:12:00
159,220,5,"Rất hài lòng, sẽ quay lại.",2026-09-04 22:27:00,2026-09-04 22:27:00
160,222,5,"Không gian đẹp, nhân viên rất chu đáo.",2026-08-13 03:29:00,2026-08-13 14:29:00
161,224,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-07-05 05:42:00,2026-07-05 01:42:00
162,225,5,"Không gian đẹp, nhân viên rất chu đáo.",2026-06-02 21:13:00,2026-06-01 17:13:00
163,226,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-08-26 16:58:00,2026-08-27 08:58:00
164,227,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-08-06 04:27:00,2026-08-05 16:27:00
165,228,3,Trải nghiệm ở mức bình thường.,2026-09-03 01:29:00,2026-09-03 10:29:00
166,229,3,"Dịch vụ ổn, không có vấn đề lớn.",2026-09-11 01:41:00,2026-09-10 18:41:00
167,231,5,"Rất hài lòng, sẽ quay lại.",2026-07-21 13:29:00,2026-07-21 21:29:00
168,236,4,Khá hài lòng với trải nghiệm.,2026-08-17 21:56:00,2026-08-17 10:56:00
169,237,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-07-15 18:42:00,2026-07-15 22:42:00
170,238,5,"Rất hài lòng, sẽ quay lại.",2026-08-22 01:13:00,2026-08-22 00:13:00
171,239,5,"Rất hài lòng, sẽ quay lại.",2026-06-06 00:28:00,2026-06-07 00:28:00
172,240,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-08-21 10:29:00,2026-08-20 22:29:00
173,242,3,"Dịch vụ ổn, không có vấn đề lớn.",2026-09-05 11:40:00,2026-09-05 14:40:00
174,244,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-07-18 12:40:00,2026-07-19 00:40:00
175,246,3,"Dịch vụ ổn, không có vấn đề lớn.",2026-08-09 13:41:00,2026-08-08 17:41:00
176,247,5,"Không gian đẹp, nhân viên rất chu đáo.",2026-07-25 06:15:00,2026-07-24 20:15:00
177,248,5,"Không gian đẹp, nhân viên rất chu đáo.",2026-08-25 21:41:00,2026-08-25 15:41:00
178,249,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-06-26 23:44:00,2026-06-26 20:44:00
179,251,4,Khá hài lòng với trải nghiệm.,2026-06-13 16:27:00,2026-06-13 06:27:00
180,252,4,Khá hài lòng với trải nghiệm.,2026-08-26 19:58:00,2026-08-26 15:58:00
181,254,5,"Không gian đẹp, nhân viên rất chu đáo.",2026-08-07 05:14:00,2026-08-06 22:14:00
182,255,4,Khá hài lòng với trải nghiệm.,2026-08-05 20:27:00,2026-08-05 23:27:00
183,257,4,Khá hài lòng với trải nghiệm.,2026-06-02 02:43:00,2026-06-02 02:43:00
184,260,4,Khá hài lòng với trải nghiệm.,2026-06-25 12:59:00,2026-06-24 21:59:00
185,261,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-06-23 14:00:00,2026-06-23 09:00:00
186,263,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-08-21 23:25:00,2026-08-22 06:25:00
187,264,5,"Không gian đẹp, nhân viên rất chu đáo.",2026-07-01 02:26:00,2026-07-01 10:26:00
188,265,4,Khá hài lòng với trải nghiệm.,2026-08-08 20:59:00,2026-08-08 23:59:00
189,267,4,Khá hài lòng với trải nghiệm.,2026-06-17 21:57:00,2026-06-17 11:57:00
190,268,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-07-08 12:25:00,2026-07-08 02:25:00
191,269,5,"Rất hài lòng, sẽ quay lại.",2026-07-17 10:58:00,2026-07-16 21:58:00
192,270,5,"Rất hài lòng, sẽ quay lại.",2026-08-26 06:12:00,2026-08-26 03:12:00
193,271,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-06-01 22:00:00,2026-06-02 02:00:00
194,273,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-08-06 21:25:00,2026-08-05 18:25:00
195,274,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-08-07 12:40:00,2026-08-07 21:40:00
196,276,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-08-11 05:42:00,2026-08-11 16:42:00
197,277,4,Khá hài lòng với trải nghiệm.,2026-08-07 14:00:00,2026-08-07 02:00:00
198,278,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-07-24 04:45:00,2026-07-23 16:45:00
199,279,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-08-15 16:11:00,2026-08-16 04:11:00
200,280,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-06-13 06:28:00,2026-06-13 13:28:00
201,281,3,Trải nghiệm ở mức bình thường.,2026-06-16 13:27:00,2026-06-15 17:27:00
202,283,5,"Rất hài lòng, sẽ quay lại.",2026-08-28 19:13:00,2026-08-27 21:13:00
203,284,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-08-11 17:25:00,2026-08-11 17:25:00
204,288,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-07-15 21:30:00,2026-07-15 18:30:00
205,289,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-06-05 19:27:00,2026-06-05 18:27:00
206,291,3,Trải nghiệm ở mức bình thường.,2026-07-15 05:55:00,2026-07-15 22:55:00
207,292,5,"Không gian đẹp, nhân viên rất chu đáo.",2026-06-29 20:42:00,2026-06-29 22:42:00
208,294,4,"Dịch vụ tốt, nhân viên thân thiện.",2026-08-23 07:00:00,2026-08-23 05:00:00
209,295,4,Khá hài lòng với trải nghiệm.,2026-06-05 00:58:00,2026-06-05 08:58:00
210,296,4,Khá hài lòng với trải nghiệm.,2026-07-09 00:30:00,2026-07-09 07:30:00
211,297,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-08-12 15:28:00,2026-08-13 12:28:00
212,298,4,Khá hài lòng với trải nghiệm.,2026-06-10 16:10:00,2026-06-10 01:10:00
213,300,5,Dịch vụ tuyệt vời và chuyên nghiệp.,2026-06-25 23:43:00,2026-06-26 22:43:00
